id,latitude,longitude,country,map
973,-27.626410,26.372850,ZAF,"2:c2p 4:p2p 9:s2s"
974,29.273520,-7.116744,DZA,"2:c2p 4:p2p 9:s2s"
975,29.940166,7.068375,DZA,"2:c2p 4:p2p 9:s2s"
976,-14.704996,37.384979,MOZ,"2:c2p 4:p2p"
977,1.595727,12.339872,GAB,"2:c2p 4:p2p 9:s2s"
978,24.051363,29.112817,EGY,"2:c2p 4:p2p 9:s2s"
979,4.931809,46.179901,SOM,"2:c2p 4:p2p 9:s2s"
980,-8.910919,37.451367,TZA,"2:c2p 4:p2p 9:s2s"
981,35.244476,2.367767,DZA,"2:c2p 4:p2p 9:s2s"
982,7.231536,23.170402,CAF,"2:c2p 4:p2p 9:s2s"
983,29.940166,7.068375,DZA,"2:c2p 4:p2p 9:s2s"
984,-10.377518,18.464811,AGO,"2:c2p 4:p2p 9:s2s"
985,15.400499,6.205766,NER,"2:c2p 4:p2p 9:s2s"
986,29.940166,7.068375,DZA,"2:c2p 4:p2p 9:s2s"
987,4.931809,46.179901,SOM,"2:c2p 4:p2p 9:s2s"
988,-33.028260,18.429779,ZAF,"2:c2p 4:p2p 9:s2s"
989,15.308075,10.710500,NER,"2:c2p 4:p2p 9:s2s"
990,23.525150,-8.937807,MRT,"2:c2p 4:p2p 9:s2s"
991,19.480556,11.813189,NER,"2:c2p 9:s2s"
992,18.852268,19.942949,TCD,"2:c2p 4:p2p 9:s2s"
993,9.257868,11.074120,NGA,"2:c2p 4:p2p 9:s2s"
994,-29.651084,18.166107,ZAF,"2:c2p 4:p2p 9:s2s"
995,-8.910919,37.451367,TZA,"2:c2p 4:p2p 9:s2s"
996,1.595727,12.339872,GAB,"2:c2p 4:p2p 9:s2s"
997,9.507172,-0.695102,GHA,"2:c2p 4:p2p 9:s2s"
998,-29.651084,18.166107,ZAF,"2:c2p 4:p2p 9:s2s"
999,18.852268,19.942949,TCD,"2:c2p 4:p2p 9:s2s"
1000,22.348782,6.059173,DZA,"2:c2p 4:p2p 9:s2s"
1001,5.135324,29.783735,SSD,"2:c2p 4:p2p 9:s2s"
1002,-10.377518,18.464811,AGO,"2:c2p 4:p2p 9:s2s"
1003,24.805411,-1.455475,DZA,"2:c2p 4:p2p 9:s2s"
1004,23.525150,-8.937807,MRT,"2:c2p 4:p2p 9:s2s"
1005,-33.028260,18.429779,ZAF,"2:c2p 4:p2p 9:s2s"
1006,9.257868,11.074120,NGA,"2:c2p 4:p2p 9:s2s"
1007,15.308075,10.710500,NER,"2:c2p 4:p2p 9:s2s"
1008,-32.139593,27.790130,ZAF,"2:c2p 4:p2p 9:s2s"
1009,9.257868,11.074120,NGA,"2:c2p 4:p2p 9:s2s"
1010,9.507172,-0.695102,GHA,"2:c2p 4:p2p 9:s2s"
1011,-27.645846,23.615325,ZAF,"2:c2p 4:p2p 9:s2s"
1012,5.135324,29.783735,SSD,"2:c2p 4:p2p 9:s2s"
1013,23.525150,-8.937807,MRT,"2:c2p 4:p2p 9:s2s"
1014,7.231536,23.170402,CAF,"2:c2p 4:p2p 9:s2s"
1015,19.480556,11.813189,NER,"2:c2p 9:s2s"
1016,28.434067,-4.241382,DZA,"2:c2p 4:p2p 9:s2s"
1017,-27.626410,26.372850,ZAF,"2:c2p 4:p2p 9:s2s"
1018,4.931809,46.179901,SOM,"2:c2p 4:p2p 9:s2s"
1019,-24.636232,21.828567,BWA,"2:c2p 4:p2p 9:s2s"
1020,15.534423,33.467913,SDN,"2:c2p 4:p2p 9:s2s"
1021,-7.677096,34.059168,TZA,"2:c2p 4:p2p 9:s2s"
1022,3.457671,14.621652,CMR,"2:c2p 4:p2p 9:s2s"
1023,-32.139593,27.790130,ZAF,"2:c2p 4:p2p 9:s2s"
1024,15.308075,10.710500,NER,"2:c2p 4:p2p 9:s2s"
1025,24.051363,29.112817,EGY,"2:c2p 4:p2p 9:s2s"
1026,16.741306,-8.067769,MRT,"2:c2p 4:p2p 9:s2s"
1027,15.534423,33.467913,SDN,"2:c2p 4:p2p 9:s2s"
1028,19.480556,11.813189,NER,"2:c2p 9:s2s"
1029,1.595727,12.339872,GAB,"2:c2p 4:p2p 9:s2s"
1030,-27.626410,26.372850,ZAF,"2:c2p 4:p2p 9:s2s"
1031,-27.626410,26.372850,ZAF,"2:c2p 4:p2p 9:s2s"
1032,19.480556,11.813189,NER,"2:c2p 9:s2s"
1033,3.457671,14.621652,CMR,"2:c2p 4:p2p 9:s2s"
1034,15.400499,6.205766,NER,"2:c2p 4:p2p 9:s2s"
1035,-7.677096,34.059168,TZA,"2:c2p 4:p2p 9:s2s"
1036,29.940166,7.068375,DZA,"2:c2p 4:p2p 9:s2s"
1037,9.696177,-10.183797,GIN,"2:c2p 4:p2p 9:s2s"
1038,9.696177,-10.183797,GIN,"2:c2p 4:p2p 9:s2s"
1039,-27.645846,23.615325,ZAF,"2:c2p 4:p2p 9:s2s"
1040,1.595727,12.339872,GAB,"2:c2p 4:p2p 9:s2s"
1041,5.135324,29.783735,SSD,"2:c2p 4:p2p 9:s2s"
1042,0.799097,36.202468,KEN,"2:c2p 4:p2p 9:s2s"
1043,24.051363,29.112817,EGY,"2:c2p 4:p2p 9:s2s"
1044,9.696177,-10.183797,GIN,"2:c2p 4:p2p 9:s2s"
1045,-8.910919,37.451367,TZA,"2:c2p 4:p2p 9:s2s"
1046,16.741306,-8.067769,MRT,"2:c2p 4:p2p 9:s2s"
1047,-33.028260,18.429779,ZAF,"2:c2p 4:p2p 9:s2s"
1048,29.940166,7.068375,DZA,"2:c2p 4:p2p 9:s2s"
1049,0.207867,22.677504,COD,"2:c2p 4:p2p 9:s2s"
1050,4.931809,46.179901,SOM,"2:c2p 4:p2p 9:s2s"
1051,24.805411,-1.455475,DZA,"2:c2p 4:p2p 9:s2s"
1052,-27.626410,26.372850,ZAF,"2:c2p 4:p2p 9:s2s"
1053,-10.377518,18.464811,AGO,"2:c2p 4:p2p 9:s2s"
1054,15.308075,10.710500,NER,"2:c2p 4:p2p 9:s2s"
1055,22.348782,6.059173,DZA,"2:c2p 4:p2p 9:s2s"
1056,-10.377518,19.203880,AGO,"2:c2p 4:p2p 9:s2s"
1057,0.207867,22.677504,COD,"2:c2p 4:p2p 9:s2s"
1058,9.257868,11.074120,NGA,"2:c2p 4:p2p 9:s2s"
1059,9.507172,-0.695102,GHA,"2:c2p 4:p2p 9:s2s"
1060,9.696177,-10.183797,GIN,"2:c2p 4:p2p 9:s2s"
1061,15.534423,33.467913,SDN,"2:c2p 4:p2p 9:s2s"
1062,24.051363,29.112817,EGY,"2:c2p 4:p2p 9:s2s"
1063,-8.910919,37.451367,TZA,"2:c2p 4:p2p 9:s2s"
1064,-14.704996,37.384979,MOZ,"2:c2p 4:p2p"
1065,23.525150,-8.937807,MRT,"2:c2p 4:p2p 9:s2s"
1066,-10.377518,19.203880,AGO,"2:c2p 4:p2p 9:s2s"
1067,-10.377518,19.203880,AGO,"2:c2p 4:p2p 9:s2s"
1068,29.940166,7.068375,DZA,"2:c2p 4:p2p 9:s2s"
1069,-24.636232,21.828567,BWA,"2:c2p 4:p2p 9:s2s"
1070,-27.626410,26.372850,ZAF,"2:c2p 4:p2p 9:s2s"
1071,29.273520,-7.116744,DZA,"2:c2p 4:p2p 9:s2s"
1072,16.741306,-8.067769,MRT,"2:c2p 4:p2p 9:s2s"
1073,29.940166,7.068375,DZA,"2:c2p 4:p2p 9:s2s"
1074,15.534423,33.467913,SDN,"2:c2p 4:p2p 9:s2s"
1075,-11.269815,31.796488,ZMB,"2:c2p 4:p2p 9:s2s"
1076,3.457671,14.621652,CMR,"2:c2p 4:p2p 9:s2s"
1077,15.308075,10.710500,NER,"2:c2p 4:p2p 9:s2s"
1078,-8.910919,37.451367,TZA,"2:c2p 4:p2p 9:s2s"
1079,22.348782,6.059173,DZA,"2:c2p 4:p2p 9:s2s"
1080,-27.626410,26.372850,ZAF,"2:c2p 4:p2p 9:s2s"
1081,18.852268,19.942949,TCD,"2:c2p 4:p2p 9:s2s"
1082,-24.636232,21.828567,BWA,"2:c2p 4:p2p 9:s2s"
1083,-33.028260,18.429779,ZAF,"2:c2p 4:p2p 9:s2s"
1084,-10.377518,19.203880,AGO,"2:c2p 4:p2p 9:s2s"
1085,-32.139593,27.790130,ZAF,"2:c2p 4:p2p 9:s2s"
1086,-8.910919,37.451367,TZA,"2:c2p 4:p2p 9:s2s"
1087,35.244476,2.367767,DZA,"2:c2p 4:p2p 9:s2s"
1088,-24.636232,21.828567,BWA,"2:c2p 4:p2p 9:s2s"
1089,9.696177,-10.183797,GIN,"2:c2p 4:p2p 9:s2s"
1090,-2.747355,26.668477,COD,"4:p2p 9:s2s"
1091,-33.028260,18.429779,ZAF,"2:c2p 4:p2p 9:s2s"
1092,-7.677096,34.059168,TZA,"2:c2p 4:p2p 9:s2s"
1093,9.696177,-10.183797,GIN,"2:c2p 4:p2p 9:s2s"
1094,-27.645846,23.615325,ZAF,"2:c2p 4:p2p 9:s2s"
1095,18.852268,19.942949,TCD,"2:c2p 4:p2p 9:s2s"
1096,3.457671,14.621652,CMR,"2:c2p 4:p2p 9:s2s"
1097,29.273520,-7.116744,DZA,"2:c2p 4:p2p 9:s2s"
1098,3.457671,14.621652,CMR,"2:c2p 4:p2p 9:s2s"
1099,-32.139593,27.790130,ZAF,"2:c2p 4:p2p 9:s2s"
1100,28.434067,-4.241382,DZA,"2:c2p 4:p2p 9:s2s"
1101,4.931809,46.179901,SOM,"2:c2p 4:p2p 9:s2s"
1102,0.207867,22.677504,COD,"2:c2p 4:p2p 9:s2s"
1103,35.244476,2.367767,DZA,"2:c2p 4:p2p 9:s2s"
1104,16.741306,-8.067769,MRT,"2:c2p 4:p2p 9:s2s"
1105,9.257868,11.074120,NGA,"2:c2p 4:p2p 9:s2s"
1106,-2.747355,26.668477,COD,"4:p2p 9:s2s"
1107,29.940166,7.068375,DZA,"2:c2p 4:p2p 9:s2s"
1108,4.931809,46.179901,SOM,"2:c2p 4:p2p 9:s2s"
1109,-7.677096,34.059168,TZA,"2:c2p 4:p2p 9:s2s"
1110,28.434067,-4.241382,DZA,"2:c2p 4:p2p 9:s2s"
1111,7.231536,23.170402,CAF,"2:c2p 4:p2p 9:s2s"
1112,3.457671,14.621652,CMR,"2:c2p 4:p2p 9:s2s"
1113,1.595727,12.339872,GAB,"2:c2p 4:p2p 9:s2s"
1114,15.534423,33.467913,SDN,"2:c2p 4:p2p 9:s2s"
1115,-11.269815,31.796488,ZMB,"2:c2p 4:p2p 9:s2s"
1116,1.595727,12.339872,GAB,"2:c2p 4:p2p 9:s2s"
1117,0.207867,22.677504,COD,"2:c2p 4:p2p 9:s2s"
1118,-11.269815,31.796488,ZMB,"2:c2p 4:p2p 9:s2s"
1119,-29.651084,18.166107,ZAF,"2:c2p 4:p2p 9:s2s"
1120,9.507172,-0.695102,GHA,"2:c2p 4:p2p 9:s2s"
1121,23.525150,-8.937807,MRT,"2:c2p 4:p2p 9:s2s"
1122,1.595727,12.339872,GAB,"2:c2p 4:p2p 9:s2s"
1123,24.051363,29.112817,EGY,"2:c2p 4:p2p 9:s2s"
1124,24.051363,29.112817,EGY,"2:c2p 4:p2p 9:s2s"
1125,24.051363,29.112817,EGY,"2:c2p 4:p2p 9:s2s"
1126,-29.651084,18.166107,ZAF,"2:c2p 4:p2p 9:s2s"
1127,29.940166,7.068375,DZA,"2:c2p 4:p2p 9:s2s"
1128,4.931809,46.179901,SOM,"2:c2p 4:p2p 9:s2s"
1129,-10.377518,18.464811,AGO,"2:c2p 4:p2p 9:s2s"
1130,15.308075,10.710500,NER,"2:c2p 4:p2p 9:s2s"
1131,29.940166,7.068375,DZA,"2:c2p 4:p2p 9:s2s"
1132,-10.377518,18.464811,AGO,"2:c2p 4:p2p 9:s2s"
1133,19.480556,11.813189,NER,"2:c2p 9:s2s"
1134,-24.636232,21.828567,BWA,"2:c2p 4:p2p 9:s2s"
1135,-10.377518,18.464811,AGO,"2:c2p 4:p2p 9:s2s"
1136,-27.645846,23.615325,ZAF,"2:c2p 4:p2p 9:s2s"
1137,23.525150,-8.937807,MRT,"2:c2p 4:p2p 9:s2s"
1138,-33.028260,18.429779,ZAF,"2:c2p 4:p2p 9:s2s"
1139,-33.028260,18.429779,ZAF,"2:c2p 4:p2p 9:s2s"
1140,-27.645846,23.615325,ZAF,"2:c2p 4:p2p 9:s2s"
1141,0.799097,36.202468,KEN,"2:c2p 4:p2p 9:s2s"
1142,-2.747355,26.668477,COD,"4:p2p 9:s2s"
1143,29.940166,7.068375,DZA,"2:c2p 4:p2p 9:s2s"
1144,23.525150,-8.937807,MRT,"2:c2p 4:p2p 9:s2s"
1145,9.696177,-10.183797,GIN,"2:c2p 4:p2p 9:s2s"
1146,28.434067,-4.241382,DZA,"2:c2p 4:p2p 9:s2s"
1147,3.457671,14.621652,CMR,"2:c2p 4:p2p 9:s2s"
1148,-7.677096,34.059168,TZA,"2:c2p 4:p2p 9:s2s"
1149,19.480556,11.813189,NER,"2:c2p 9:s2s"
1150,9.257868,11.074120,NGA,"2:c2p 4:p2p 9:s2s"
1151,24.051363,29.112817,EGY,"2:c2p 4:p2p 9:s2s"
1152,0.799097,36.202468,KEN,"2:c2p 4:p2p 9:s2s"
1153,-11.269815,31.796488,ZMB,"2:c2p 4:p2p 9:s2s"
1154,9.696177,-10.183797,GIN,"2:c2p 4:p2p 9:s2s"
1155,-29.651084,18.166107,ZAF,"2:c2p 4:p2p 9:s2s"
1156,9.696177,-10.183797,GIN,"2:c2p 4:p2p 9:s2s"
1157,1.595727,12.339872,GAB,"2:c2p 4:p2p 9:s2s"
1158,16.741306,-8.067769,MRT,"2:c2p 4:p2p 9:s2s"
1159,-11.269815,31.796488,ZMB,"2:c2p 4:p2p 9:s2s"
1160,0.207867,22.677504,COD,"2:c2p 4:p2p 9:s2s"
1161,-10.377518,18.464811,AGO,"2:c2p 4:p2p 9:s2s"
1162,-10.377518,18.464811,AGO,"2:c2p 4:p2p 9:s2s"
1163,-24.636232,21.828567,BWA,"2:c2p 4:p2p 9:s2s"
1164,-33.028260,18.429779,ZAF,"2:c2p 4:p2p 9:s2s"
1165,28.434067,-4.241382,DZA,"2:c2p 4:p2p 9:s2s"
1166,29.940166,7.068375,DZA,"2:c2p 4:p2p 9:s2s"
1167,1.595727,12.339872,GAB,"2:c2p 4:p2p 9:s2s"
1168,7.231536,23.170402,CAF,"2:c2p 4:p2p 9:s2s"
1169,-2.747355,26.668477,COD,"4:p2p 9:s2s"
1170,-33.028260,18.429779,ZAF,"2:c2p 4:p2p 9:s2s"
1171,1.595727,12.339872,GAB,"2:c2p 4:p2p 9:s2s"
1172,5.135324,29.783735,SSD,"2:c2p 4:p2p 9:s2s"
1173,-33.028260,18.429779,ZAF,"2:c2p 4:p2p 9:s2s"
1174,1.595727,12.339872,GAB,"2:c2p 4:p2p 9:s2s"
1175,0.207867,22.677504,COD,"2:c2p 4:p2p 9:s2s"
1176,15.308075,10.710500,NER,"2:c2p 4:p2p 9:s2s"
1177,22.348782,6.059173,DZA,"2:c2p 4:p2p 9:s2s"
1178,4.931809,46.179901,SOM,"2:c2p 4:p2p 9:s2s"
1179,0.799097,36.202468,KEN,"2:c2p 4:p2p 9:s2s"
1180,-32.139593,27.790130,ZAF,"2:c2p 4:p2p 9:s2s"
1181,-10.377518,18.464811,AGO,"2:c2p 4:p2p 9:s2s"
1182,-10.377518,19.203880,AGO,"2:c2p 4:p2p 9:s2s"
1183,-33.028260,18.429779,ZAF,"2:c2p 4:p2p 9:s2s"
1184,-11.269815,31.796488,ZMB,"2:c2p 4:p2p 9:s2s"
1185,-29.651084,18.166107,ZAF,"2:c2p 4:p2p 9:s2s"
1186,15.400499,6.205766,NER,"2:c2p 4:p2p 9:s2s"
1187,9.257868,11.074120,NGA,"2:c2p 4:p2p 9:s2s"
1188,22.348782,6.059173,DZA,"2:c2p 4:p2p 9:s2s"
1189,-14.704996,37.384979,MOZ,"2:c2p 4:p2p"
1190,-11.269815,31.796488,ZMB,"2:c2p 4:p2p 9:s2s"
1191,9.507172,-0.695102,GHA,"2:c2p 4:p2p 9:s2s"
1192,35.244476,2.367767,DZA,"2:c2p 4:p2p 9:s2s"
1193,0.799097,36.202468,KEN,"2:c2p 4:p2p 9:s2s"
1194,23.525150,-8.937807,MRT,"2:c2p 4:p2p 9:s2s"
1195,15.400499,6.205766,NER,"2:c2p 4:p2p 9:s2s"
1196,5.135324,29.783735,SSD,"2:c2p 4:p2p 9:s2s"
1197,-33.028260,18.429779,ZAF,"2:c2p 4:p2p 9:s2s"
1198,-10.377518,18.464811,AGO,"2:c2p 4:p2p 9:s2s"
1199,16.741306,-8.067769,MRT,"2:c2p 4:p2p 9:s2s"
1200,15.308075,10.710500,NER,"2:c2p 4:p2p 9:s2s"
1201,-7.677096,34.059168,TZA,"2:c2p 4:p2p 9:s2s"
1202,18.852268,19.942949,TCD,"2:c2p 4:p2p 9:s2s"
1203,3.457671,14.621652,CMR,"2:c2p 4:p2p 9:s2s"
1204,16.741306,-8.067769,MRT,"2:c2p 4:p2p 9:s2s"
1205,24.051363,29.112817,EGY,"2:c2p 4:p2p 9:s2s"
1206,22.348782,6.059173,DZA,"2:c2p 4:p2p 9:s2s"
1207,4.931809,46.179901,SOM,"2:c2p 4:p2p 9:s2s"
1208,24.805411,-1.455475,DZA,"2:c2p 4:p2p 9:s2s"
1209,9.257868,11.074120,NGA,"2:c2p 4:p2p 9:s2s"
1210,18.852268,19.942949,TCD,"2:c2p 4:p2p 9:s2s"
1211,24.805411,-1.455475,DZA,"2:c2p 4:p2p 9:s2s"
1212,15.308075,10.710500,NER,"2:c2p 4:p2p 9:s2s"
1213,22.348782,6.059173,DZA,"2:c2p 4:p2p 9:s2s"
1214,15.308075,10.710500,NER,"2:c2p 4:p2p 9:s2s"
1215,19.480556,11.813189,NER,"2:c2p 9:s2s"
1216,19.480556,11.813189,NER,"2:c2p 9:s2s"
1217,-14.704996,37.384979,MOZ,"2:c2p 4:p2p"
1218,16.741306,-8.067769,MRT,"2:c2p 4:p2p 9:s2s"
1219,9.507172,-0.695102,GHA,"2:c2p 4:p2p 9:s2s"
1220,23.525150,-8.937807,MRT,"2:c2p 4:p2p 9:s2s"
1221,5.135324,29.783735,SSD,"2:c2p 4:p2p 9:s2s"
1222,0.799097,36.202468,KEN,"2:c2p 4:p2p 9:s2s"
1223,-11.269815,31.796488,ZMB,"2:c2p 4:p2p 9:s2s"
1224,5.135324,29.783735,SSD,"2:c2p 4:p2p 9:s2s"
1225,29.940166,7.068375,DZA,"2:c2p 4:p2p 9:s2s"
1226,-10.377518,19.203880,AGO,"2:c2p 4:p2p 9:s2s"
1227,9.696177,-10.183797,GIN,"2:c2p 4:p2p 9:s2s"
1228,9.507172,-0.695102,GHA,"2:c2p 4:p2p 9:s2s"
1229,4.931809,46.179901,SOM,"2:c2p 4:p2p 9:s2s"
1230,18.852268,19.942949,TCD,"2:c2p 4:p2p 9:s2s"
1231,18.852268,19.942949,TCD,"2:c2p 4:p2p 9:s2s"
1232,-27.645846,23.615325,ZAF,"2:c2p 4:p2p 9:s2s"
1233,-8.910919,37.451367,TZA,"2:c2p 4:p2p 9:s2s"
1234,-11.269815,31.796488,ZMB,"2:c2p 4:p2p 9:s2s"
1235,7.231536,23.170402,CAF,"2:c2p 4:p2p 9:s2s"
1236,1.595727,12.339872,GAB,"2:c2p 4:p2p 9:s2s"
1237,1.595727,12.339872,GAB,"2:c2p 4:p2p 9:s2s"
1238,-24.636232,21.828567,BWA,"2:c2p 4:p2p 9:s2s"
1239,-10.377518,18.464811,AGO,"2:c2p 4:p2p 9:s2s"
1240,24.051363,29.112817,EGY,"2:c2p 4:p2p 9:s2s"
1241,1.595727,12.339872,GAB,"2:c2p 4:p2p 9:s2s"
1242,5.135324,29.783735,SSD,"2:c2p 4:p2p 9:s2s"
1243,35.244476,2.367767,DZA,"2:c2p 4:p2p 9:s2s"
1244,9.257868,11.074120,NGA,"2:c2p 4:p2p 9:s2s"
1245,24.051363,29.112817,EGY,"2:c2p 4:p2p 9:s2s"
1246,35.244476,2.367767,DZA,"2:c2p 4:p2p 9:s2s"
1247,24.805411,-1.455475,DZA,"2:c2p 4:p2p 9:s2s"
1248,24.805411,-1.455475,DZA,"2:c2p 4:p2p 9:s2s"
1249,15.534423,33.467913,SDN,"2:c2p 4:p2p 9:s2s"
1250,-7.677096,34.059168,TZA,"2:c2p 4:p2p 9:s2s"
1251,28.434067,-4.241382,DZA,"2:c2p 4:p2p 9:s2s"
1252,35.244476,2.367767,DZA,"2:c2p 4:p2p 9:s2s"
1253,-7.677096,34.059168,TZA,"2:c2p 4:p2p 9:s2s"
1254,22.348782,6.059173,DZA,"2:c2p 4:p2p 9:s2s"
1255,9.696177,-10.183797,GIN,"2:c2p 4:p2p 9:s2s"
1256,18.852268,19.942949,TCD,"2:c2p 4:p2p 9:s2s"
1257,-33.028260,18.429779,ZAF,"2:c2p 4:p2p 9:s2s"
1258,19.480556,11.813189,NER,"2:c2p 9:s2s"
1259,9.696177,-10.183797,GIN,"2:c2p 4:p2p 9:s2s"
1260,24.805411,-1.455475,DZA,"2:c2p 4:p2p 9:s2s"
1261,3.457671,14.621652,CMR,"2:c2p 4:p2p 9:s2s"
1262,-27.626410,26.372850,ZAF,"2:c2p 4:p2p 9:s2s"
1263,9.507172,-0.695102,GHA,"2:c2p 4:p2p 9:s2s"
1264,9.257868,11.074120,NGA,"2:c2p 4:p2p 9:s2s"
1265,15.308075,10.710500,NER,"2:c2p 4:p2p 9:s2s"
1266,24.051363,29.112817,EGY,"2:c2p 4:p2p 9:s2s"
1267,23.525150,-8.937807,MRT,"2:c2p 4:p2p 9:s2s"
1268,-24.636232,21.828567,BWA,"2:c2p 4:p2p 9:s2s"
1269,24.805411,-1.455475,DZA,"2:c2p 4:p2p 9:s2s"
1270,5.135324,29.783735,SSD,"2:c2p 4:p2p 9:s2s"
1271,9.696177,-10.183797,GIN,"2:c2p 4:p2p 9:s2s"
1272,29.273520,-7.116744,DZA,"2:c2p 4:p2p 9:s2s"
1273,18.852268,19.942949,TCD,"2:c2p 4:p2p 9:s2s"
1274,-7.677096,34.059168,TZA,"2:c2p 4:p2p 9:s2s"
1275,28.434067,-4.241382,DZA,"2:c2p 4:p2p 9:s2s"
1276,3.457671,14.621652,CMR,"2:c2p 4:p2p 9:s2s"
1277,-27.645846,23.615325,ZAF,"2:c2p 4:p2p 9:s2s"
1278,-27.626410,26.372850,ZAF,"2:c2p 4:p2p 9:s2s"
1279,22.348782,6.059173,DZA,"2:c2p 4:p2p 9:s2s"
1280,-7.677096,34.059168,TZA,"2:c2p 4:p2p 9:s2s"
1281,29.940166,7.068375,DZA,"2:c2p 4:p2p 9:s2s"
1282,-8.910919,37.451367,TZA,"2:c2p 4:p2p 9:s2s"
1283,-10.377518,18.464811,AGO,"2:c2p 4:p2p 9:s2s"
1284,9.696177,-10.183797,GIN,"2:c2p 4:p2p 9:s2s"
1285,7.231536,23.170402,CAF,"2:c2p 4:p2p 9:s2s"
1286,22.348782,6.059173,DZA,"2:c2p 4:p2p 9:s2s"
1287,-2.747355,26.668477,COD,"4:p2p 9:s2s"
1288,15.308075,10.710500,NER,"2:c2p 4:p2p 9:s2s"
1289,0.799097,36.202468,KEN,"2:c2p 4:p2p 9:s2s"
1290,-33.028260,18.429779,ZAF,"2:c2p 4:p2p 9:s2s"
1291,15.534423,33.467913,SDN,"2:c2p 4:p2p 9:s2s"
1292,-2.747355,26.668477,COD,"4:p2p 9:s2s"
1293,-32.139593,27.790130,ZAF,"2:c2p 4:p2p 9:s2s"
1294,35.244476,2.367767,DZA,"2:c2p 4:p2p 9:s2s"
1295,23.525150,-8.937807,MRT,"2:c2p 4:p2p 9:s2s"
1296,3.457671,14.621652,CMR,"2:c2p 4:p2p 9:s2s"
1297,-10.377518,19.203880,AGO,"2:c2p 4:p2p 9:s2s"
1298,9.696177,-10.183797,GIN,"2:c2p 4:p2p 9:s2s"
1299,19.480556,11.813189,NER,"2:c2p 9:s2s"
1300,23.525150,-8.937807,MRT,"2:c2p 4:p2p 9:s2s"
1301,-24.636232,21.828567,BWA,"2:c2p 4:p2p 9:s2s"
1302,24.051363,29.112817,EGY,"2:c2p 4:p2p 9:s2s"
1303,24.805411,-1.455475,DZA,"2:c2p 4:p2p 9:s2s"
1304,15.400499,6.205766,NER,"2:c2p 4:p2p 9:s2s"
1305,24.051363,29.112817,EGY,"2:c2p 4:p2p 9:s2s"
1306,-11.269815,31.796488,ZMB,"2:c2p 4:p2p 9:s2s"
1307,-24.636232,21.828567,BWA,"2:c2p 4:p2p 9:s2s"
1308,28.434067,-4.241382,DZA,"2:c2p 4:p2p 9:s2s"
1309,9.696177,-10.183797,GIN,"2:c2p 4:p2p 9:s2s"
1310,-10.377518,19.203880,AGO,"2:c2p 4:p2p 9:s2s"
1311,28.434067,-4.241382,DZA,"2:c2p 4:p2p 9:s2s"
1312,24.051363,29.112817,EGY,"2:c2p 4:p2p 9:s2s"
1313,24.805411,-1.455475,DZA,"2:c2p 4:p2p 9:s2s"
1314,19.480556,11.813189,NER,"2:c2p 9:s2s"
1315,-27.626410,26.372850,ZAF,"2:c2p 4:p2p 9:s2s"
1316,-24.636232,21.828567,BWA,"2:c2p 4:p2p 9:s2s"
1317,-33.028260,18.429779,ZAF,"2:c2p 4:p2p 9:s2s"
1318,-27.626410,26.372850,ZAF,"2:c2p 4:p2p 9:s2s"
1319,15.400499,6.205766,NER,"2:c2p 4:p2p 9:s2s"
1320,9.507172,-0.695102,GHA,"2:c2p 4:p2p 9:s2s"
1321,-2.747355,26.668477,COD,"4:p2p 9:s2s"
1322,-27.645846,23.615325,ZAF,"2:c2p 4:p2p 9:s2s"
1323,-24.636232,21.828567,BWA,"2:c2p 4:p2p 9:s2s"
1324,9.257868,11.074120,NGA,"2:c2p 4:p2p 9:s2s"
1325,9.696177,-10.183797,GIN,"2:c2p 4:p2p 9:s2s"
1326,24.805411,-1.455475,DZA,"2:c2p 4:p2p 9:s2s"
1327,-10.377518,18.464811,AGO,"2:c2p 4:p2p 9:s2s"
1328,-11.269815,31.796488,ZMB,"2:c2p 4:p2p 9:s2s"
1329,-8.910919,37.451367,TZA,"2:c2p 4:p2p 9:s2s"
1330,-24.636232,21.828567,BWA,"2:c2p 4:p2p 9:s2s"
1331,-24.636232,21.828567,BWA,"2:c2p 4:p2p 9:s2s"
1332,15.308075,10.710500,NER,"2:c2p 4:p2p 9:s2s"
1333,9.696177,-10.183797,GIN,"2:c2p 4:p2p 9:s2s"
1334,-24.636232,21.828567,BWA,"2:c2p 4:p2p 9:s2s"
1335,0.799097,36.202468,KEN,"2:c2p 4:p2p 9:s2s"
1336,5.135324,29.783735,SSD,"2:c2p 4:p2p 9:s2s"
1337,9.507172,-0.695102,GHA,"2:c2p 4:p2p 9:s2s"
1338,24.805411,-1.455475,DZA,"2:c2p 4:p2p 9:s2s"
1339,-2.747355,26.668477,COD,"4:p2p 9:s2s"
1340,0.207867,22.677504,COD,"2:c2p 4:p2p 9:s2s"
1341,7.231536,23.170402,CAF,"2:c2p 4:p2p 9:s2s"
1342,-10.377518,19.203880,AGO,"2:c2p 4:p2p 9:s2s"
1343,9.696177,-10.183797,GIN,"2:c2p 4:p2p 9:s2s"
1344,3.457671,14.621652,CMR,"2:c2p 4:p2p 9:s2s"
1345,22.348782,6.059173,DZA,"2:c2p 4:p2p 9:s2s"
1346,-24.636232,21.828567,BWA,"2:c2p 4:p2p 9:s2s"
1347,35.244476,2.367767,DZA,"2:c2p 4:p2p 9:s2s"
1348,-33.028260,18.429779,ZAF,"2:c2p 4:p2p 9:s2s"
